绘本大王,None,2015-05-01,2019-06-01,4/1/0,教育,广东,天使轮
赏必应,None,2015-05-01,2019-06-01,4/1/0,本地生活,广东,尚未获投
翡冷翠材料,None,2015-05-01,2019-06-01,4/1/0,新工业,广东,尚未获投
小护师,None,2015-04-01,2019-06-01,4/2/0,本地生活,北京,不明确
聚有钱,None,2016-11-01,2019-06-01,2/7/0,金融,北京,尚未获投
岸木设计,None,2015-04-01,2019-06-01,4/2/0,文娱传媒,广东,尚未获投
E分投,None,2015-01-01,2019-06-01,4/5/0,金融,上海,尚未获投
嘟嘟停车,商业模式匮乏,2015-03-01,2019-06-01,4/3/0,汽车交通,上海,天使轮
SpaceMax,市场伪需求,2016-05-01,2019-06-01,3/1/0,游戏,上海,尚未获投
智能万事屋,None,2015-06-01,2019-06-01,4/0/0,工具软件,上海,尚未获投
选牛网络,政策监管/法律法规风险,2015-03-01,2019-06-01,4/3/0,金融,北京,已被收购
大师之味,产品入场时机/行业竞争,2015-04-01,2019-06-01,4/2/0,本地生活,北京,天使轮
无人机基地,商业模式匮乏,2015-09-01,2019-06-01,3/9/0,文娱传媒,江苏,尚未获投
小芽科技,None,2015-07-01,2019-06-01,3/11/0,智能硬件,北京,尚未获投
北冥鱼游戏,现金流断裂/行业竞争,2018-05-01,2019-06-01,1/1/0,游戏,四川,尚未获投
阿呀学语,None,2015-08-01,2019-06-01,3/10/0,教育,广东,不明确
阿诺传奇,None,2015-03-01,2019-06-01,4/3/0,医疗健康,浙江,不明确
玉衡科技,None,2015-08-01,2019-06-01,3/10/0,企业服务,浙江,不明确
Pilotworks,烧钱/现金流断裂,2015-01-01,2019-06-01,4/5/0,本地生活,北美洲,A轮
快先生洗车,产品入场时机/烧钱,2015-06-01,2019-06-01,4/0/0,汽车交通,北京,Pre-A轮
FinitePaths Inc.,None,2016-02-01,2019-06-01,3/4/0,本地生活,北美洲,已被收购
水果营行,None,2015-06-01,2019-06-01,4/0/0,电子商务,广东,尚未获投
嘟嘟运货,None,2015-04-01,2019-06-01,4/2/0,物流,上海,尚未获投
知自行,None,2015-06-01,2019-06-01,4/0/0,旅游,北京,天使轮
优会网,商业模式匮乏/业务过于分散/业务调整,2015-05-01,2019-05-24,4/0/23,教育,四川,A轮
聚梦空间,None,2017-04-01,2019-05-20,2/1/19,房产服务,上海,尚未获投
抓钱猫,政策监管/法律法规风险,2014-08-01,2019-05-20,4/9/19,金融,浙江,B轮
网利宝,None,2014-01-01,2019-05-17,5/4/16,金融,北京,B轮
欧拉早教,None,2013-10-01,2019-05-13,5/7/12,教育,北京,A轮
爱贷网,法律法规风险/政策监管,2014-02-01,2019-05-13,5/3/12,金融,浙江,B轮
Fields甫田网,业务调整,2009-10-01,2019-05-01,9/7/0,电子商务,上海,已被收购
华芯通,None,2016-01-01,2019-04-30,3/3/29,企业服务,贵州,尚未获投
鼎复数据,创始人问题/团队能力不足,2015-07-01,2019-04-27,3/9/26,企业服务,北京,A轮
互利科技,行业竞争,2015-08-01,2019-04-26,3/8/25,企业服务,北京,天使轮
上海千加,商业模式匮乏/业务过于分散/行业竞争,2017-12-01,2019-04-23,1/4/22,金融,上海,尚未获投
鑫合汇,法律法规风险,2014-03-01,2019-04-07,5/1/6,金融,浙江,B轮
Roadstar.ai,创始人问题/与投资人冲突/团队能力不足/团队缺乏激情,2017-03-01,2019-04-04,2/1/3,汽车交通,广东,A轮
ABOX壹盒,商业模式匮乏,2016-11-01,2019-04-03,2/5/2,电子商务,上海,A轮
如风达快递,None,2008-01-01,2019-04-02,11/3/1,物流,北京,已被收购
全峰快递,不重视客户/业务调整,2010-11-01,2019-04-02,8/5/1,物流,北京,战略投资
团贷网,政策监管,2011-08-01,2019-04-01,7/8/0,金融,广东,D轮
位面游戏,None,2015-12-01,2019-04-01,3/4/0,游戏,广东,已被收购
咪蒙,None,2014-11-01,2019-03-31,4/4/30,文娱传媒,北京,尚未获投
熊猫直播,烧钱/现金流断裂/融资能力不足/行业竞争,2015-07-01,2019-03-30,3/8/29,文娱传媒,上海,B轮
创业松鼠,商业模式匮乏/业务调整,2015-12-01,2019-03-29,3/3/28,企业服务,广东,天使轮
黑氪HitCrunch,商业模式匮乏/业务调整,2015-12-01,2019-03-29,3/3/28,企业服务,广东,尚未获投
享骑电单车,None,2015-10-01,2019-03-27,3/5/26,汽车交通,上海,尚未获投
红岭创投,政策监管,2010-09-01,2019-03-24,8/6/23,金融,广东,天使轮
巧达数据,产品入场时机/行业竞争,2014-07-01,2019-03-23,4/8/22,企业服务,北京,B轮
雕刻时光,None,2002-11-01,2019-03-21,16/4/20,本地生活,北京,尚未获投
爱招聘,现金流断裂/行业竞争,2015-05-01,2019-03-20,3/10/19,企业服务,湖北,尚未获投
莎翁少儿家庭英语,市场伪需求,2013-08-01,2019-03-15,5/7/14,教育,上海,Pre-A轮
短简历,商业模式匮乏/行业竞争,2014-09-01,2019-03-08,4/6/7,企业服务,北京,A轮
种豆宝,None,2018-04-01,2019-03-04,0/11/3,金融,浙江,尚未获投
甜心摇滚沙拉,与投资人冲突/融资能力不足,2014-04-01,2019-03-04,4/11/3,本地生活,北京,B轮
短裤视频,商业模式匮乏/行业竞争,2013-11-01,2019-02-26,5/3/25,文娱传媒,上海,天使轮
上海植宠,业务调整,2015-04-01,2019-02-25,3/10/24,农业,上海,尚未获投
成长保,产品入场时机/行业竞争,2012-10-01,2019-02-23,6/4/22,教育,上海,B+轮
爱屋吉屋,烧钱/现金流断裂,2014-06-01,2019-01-31,4/7/30,房产服务,上海,E轮
美玩,商业模式匮乏/业务过于分散/行业竞争,2015-04-01,2019-01-28,3/9/27,社交网络,湖南,尚未获投
腾爱医生,None,2007-01-01,2019-01-25,12/0/24,医疗健康,广东,尚未获投
HR家招聘者联盟,业务调整/行业竞争,2015-04-01,2019-01-24,3/9/23,企业服务,浙江,天使轮
波丽金,商业模式匮乏/业务过于分散/行业竞争,2016-04-01,2019-01-22,2/9/21,文娱传媒,四川,种子轮
创投圈,现金流断裂/商业模式匮乏,2011-06-01,2019-01-21,7/7/20,金融,北京,B轮
CourseIn有教未来,现金流断裂/融资能力不足,2016-09-01,2019-01-19,2/4/18,教育,北京,已被收购
把把脉,商业模式匮乏/行业竞争,2015-03-01,2019-01-16,3/10/15,医疗健康,北京,天使轮
有融网,政策监管/法律法规风险,2014-08-01,2019-01-14,4/5/13,金融,浙江,A+轮
云猴,业务过于分散/行业竞争,2013-12-01,2019-01-08,5/1/7,电子商务,湖南,已上市
米茶屋,None,2012-10-01,2019-01-01,6/3/0,本地生活,浙江,尚未获投
帮帮企业合作平台,None,2015-06-01,2019-01-01,3/7/0,企业服务,北京,天使轮
宜贷网,法律法规风险,2014-07-01,2019-01-01,4/6/0,金融,上海,B轮
三锤资本,None,2016-03-01,2019-01-01,2/10/0,金融,广东,尚未获投
诚壹科技,None,2017-06-01,2019-01-01,1/7/0,新工业,广东,尚未获投
小鹿森林,业务调整/烧钱/行业竞争,2016-11-01,2019-01-01,2/2/0,电子商务,上海,天使轮
金银岛,现金流断裂/政策监管/法律法规风险,2004-03-01,2019-01-01,14/10/0,电子商务,北京,B轮
21美银,None,2014-01-01,2019-01-01,5/0/0,金融,北京,尚未获投
快递驿站,None,2014-08-01,2018-12-31,4/4/30,物流,北京,不明确
玖富微理财,业务调整,2014-01-01,2018-12-31,4/11/30,金融,北京,尚未获投
往来科技,市场伪需求/行业竞争,2014-10-01,2018-12-31,4/2/30,电子商务,北京,天使轮
父母帮,None,2014-06-01,2018-12-31,4/6/30,医疗健康,北京,不明确
优客旅游,None,2014-03-01,2018-12-31,4/9/30,旅游,山西,尚未获投
恩雪天使,商业模式匮乏/融资能力不足,2014-01-01,2018-12-31,4/11/30,本地生活,广东,天使轮
爱互融,政策监管/法律法规风险/行业竞争,2014-10-01,2018-12-31,4/2/30,金融,四川,天使轮
聚土地,None,2014-08-01,2018-12-31,4/4/30,电子商务,浙江,尚未获投
Yumist,市场伪需求,2014-11-01,2018-12-31,4/1/30,本地生活,亚洲,Pre-A轮
电商说,None,2014-10-01,2018-12-31,4/2/30,电子商务,北京,不明确
青年菜君,现金流断裂/行业竞争,2014-01-01,2018-12-31,4/11/30,电子商务,北京,B轮
厅客,业务过于分散/产品入场时机,2014-12-01,2018-12-31,4/0/30,本地生活,北京,Pre-A轮
漫画帮,现金流断裂/政策监管,2014-01-01,2018-12-31,4/11/30,文娱传媒,上海,Pre-A轮
做板子MakeYourBoard,None,2014-04-01,2018-12-31,4/8/30,新工业,上海,不明确
16120在线药店,业务过于分散/创始人问题,2014-08-01,2018-12-31,4/4/30,医疗健康,北京,尚未获投
口语角儿,业务过于分散,2014-08-01,2018-12-31,4/4/30,教育,北京,天使轮
带客通,融资能力不足,2014-07-01,2018-12-31,4/5/30,广告营销,陕西,尚未获投
美味盒子,None,2014-06-01,2018-12-31,4/6/30,企业服务,北京,尚未获投
养车e站,None,2014-09-01,2018-12-31,4/3/30,汽车交通,浙江,不明确
51运到,None,2014-08-01,2018-12-31,4/4/30,物流,上海,不明确
安坦,None,2014-09-01,2018-12-31,4/3/30,电子商务,浙江,尚未获投
春秋网络,None,2014-09-01,2018-12-31,4/3/30,体育运动,河南,不明确
0hiCN猿团科技,行业竞争,2014-10-01,2018-12-31,4/2/30,企业服务,四川,天使轮
北京以梦以泉科技,None,2014-01-01,2018-12-31,4/11/30,企业服务,北京,尚未获投
家装4S网,None,2014-07-01,2018-12-31,4/5/30,房产服务,浙江,尚未获投
好东西网,None,2014-07-01,2018-12-31,4/5/30,电子商务,上海,不明确
水一方,None,2014-06-01,2018-12-31,4/6/30,社交网络,北京,不明确
cocar共享租车,烧钱/融资能力不足/行业竞争,2014-09-01,2018-12-31,4/3/30,汽车交通,上海,天使轮
划动时代,融资能力不足/行业竞争,2014-06-01,2018-12-31,4/6/30,广告营销,北京,天使轮
安投安,None,2014-04-01,2018-12-31,4/8/30,金融,上海,不明确
驿元科技,现金流断裂,2014-03-01,2018-12-31,4/9/30,企业服务,广东,不明确
壹康复,烧钱/现金流断裂/行业竞争,2014-12-01,2018-12-31,4/0/30,医疗健康,浙江,A轮
金立,None,2014-09-01,2018-12-31,4/3/30,新工业,北京,尚未获投
熊猫私厨,None,2014-09-01,2018-12-31,4/3/30,本地生活,四川,不明确
国云电商,融资能力不足,2014-04-01,2018-12-31,4/8/30,电子商务,广东,尚未获投
为艺科技Wegenart,现金流断裂,2014-01-01,2018-12-31,4/11/30,教育,北京,天使轮
蚁群科技,None,2014-07-01,2018-12-31,4/5/30,企业服务,广东,不明确
我爱洗车,产品入场时机/烧钱/行业竞争,2014-12-01,2018-12-31,4/0/30,汽车交通,北京,天使轮
昂特兰德,None,2014-11-01,2018-12-31,4/1/30,文娱传媒,北京,不明确
我在,市场伪需求,2014-06-01,2018-12-31,4/6/30,旅游,湖北,不明确
杭州安肤科技ANVE,业务过于分散/转型问题,2014-02-01,2018-12-31,4/10/30,电子商务,浙江,天使轮
喷喷,市场伪需求/商业模式匮乏,2014-11-01,2018-12-31,4/1/30,社交网络,广东,不明确
潮玩社交,None,2014-02-01,2018-12-31,4/10/30,社交网络,北京,尚未获投
豪事达,市场伪需求,2014-04-01,2018-12-31,4/8/30,企业服务,湖北,不明确
安鲜水果,None,2014-03-01,2018-12-31,4/9/30,本地生活,四川,不明确
眯客,产品入场时机/行业竞争,2014-10-01,2018-12-31,4/2/30,旅游,上海,A轮
马上快递app,None,2014-07-01,2018-12-31,4/5/30,物流,上海,尚未获投
中体动力,融资能力不足,2014-09-01,2018-12-31,4/3/30,体育运动,北京,天使轮
微习惯,融资能力不足/营销不足/行业竞争,2014-01-01,2018-12-31,4/11/30,工具软件,福建,尚未获投
笨鸟海淘,创始人问题,2014-01-01,2018-12-31,4/11/30,物流,广东,A轮
好健,产品入场时机/烧钱,2014-03-01,2018-12-31,4/9/30,体育运动,广东,天使轮
橄榄公社APP,商业模式匮乏/产品入场时机/行业竞争,2014-08-01,2018-12-31,4/4/30,企业服务,北京,A轮
安心金融,None,2014-02-01,2018-12-31,4/10/30,金融,北京,不明确
北京空空科技,行业竞争,2014-01-01,2018-12-31,4/11/30,游戏,北京,天使轮
抢先花,None,2014-04-01,2018-12-31,4/8/30,金融,北京,尚未获投
探鹿,商业模式匮乏/行业竞争,2014-08-01,2018-12-31,4/4/30,企业服务,北京,A轮
爱情银行,None,2014-10-01,2018-12-31,4/2/30,社交网络,广东,尚未获投
沪爱健康,None,2014-03-01,2018-12-31,4/9/30,医疗健康,上海,不明确
PinkPink东翌互联,业务过于分散,2014-06-01,2018-12-31,4/6/30,电子商务,北京,不明确
神盾快运,融资能力不足,2014-08-01,2018-12-31,4/4/30,物流,上海,A轮
鸟蛋骑遇智能,市场伪需求/产品缺陷严重/烧钱/行业竞争,2014-12-01,2018-12-31,4/0/30,汽车交通,山东,天使轮
币换宝,None,2014-03-01,2018-12-31,4/9/30,金融,北京,尚未获投
那好网,现金流断裂/行业竞争,2014-06-01,2018-12-31,4/6/30,教育,北京,天使轮
深圳微时代,None,2014-07-01,2018-12-31,4/5/30,广告营销,广东,不明确
趣连旅行,None,2014-05-01,2018-12-31,4/7/30,旅游,北京,尚未获投
怪兽点赞机Monsterie,None,2014-07-01,2018-12-31,4/5/30,社交网络,北京,不明确
大河马网络,None,2014-07-01,2018-12-31,4/5/30,游戏,北京,不明确
果酱直播,产品入场时机/行业竞争,2014-08-01,2018-12-31,4/4/30,文娱传媒,广东,A+轮
追TA APP,None,2014-05-01,2018-12-31,4/7/30,社交网络,上海,尚未获投
埃尼科技,None,2014-02-01,2018-12-31,4/10/30,新工业,天津,不明确
淘心APP,业务调整,2014-07-01,2018-12-31,4/5/30,本地生活,广东,A轮
女生派,商业模式匮乏/产品入场时机,2014-09-01,2018-12-31,4/3/30,社交网络,北京,A轮
八荣网,政策监管,2014-08-01,2018-12-31,4/4/30,金融,北京,不明确
宅外卖,行业竞争,2014-04-01,2018-12-31,4/8/30,本地生活,江苏,尚未获投
又又,商业模式匮乏,2014-08-01,2018-12-31,4/4/30,社交网络,北京,天使轮
NOOLABEL私人衣橱,None,2014-01-01,2018-12-31,4/11/30,电子商务,上海,尚未获投
妈妈的菜,产品入场时机/烧钱,2014-12-01,2018-12-31,4/0/30,本地生活,北京,已被收购
美页,None,2014-06-01,2018-12-31,4/6/30,工具软件,上海,尚未获投
律金所,政策监管,2014-07-01,2018-12-31,4/5/30,金融,上海,尚未获投
瓦雷拉数据,商业模式匮乏,2014-08-01,2018-12-31,4/4/30,物流,上海,尚未获投
慢点APP,市场伪需求/商业模式匮乏,2014-12-01,2018-12-31,4/0/30,社交网络,上海,尚未获投
南京喵吧互动网络,None,2014-12-01,2018-12-31,4/0/30,本地生活,江苏,尚未获投
车Plus,市场伪需求/商业模式匮乏,2014-12-01,2018-12-31,4/0/30,汽车交通,广东,天使轮
奇遇派,市场伪需求,2014-10-01,2018-12-31,4/2/30,社交网络,浙江,不明确
新石器世纪科技,None,2014-06-01,2018-12-31,4/6/30,文娱传媒,北京,不明确
木瓜韩妆,业务过于分散/创始人问题,2014-01-01,2018-12-31,4/11/30,电子商务,北京,尚未获投
i园圈,None,2014-09-01,2018-12-31,4/3/30,本地生活,江苏,尚未获投
OO商城,市场伪需求/商业模式匮乏,2014-06-01,2018-12-31,4/6/30,本地生活,上海,天使轮
95180,商业模式匮乏/产品入场时机,2014-08-01,2018-12-31,4/4/30,电子商务,浙江,A轮
泰凯科技,None,2014-09-01,2018-12-31,4/3/30,工具软件,北京,A+轮
你我车平台,None,2014-10-01,2018-12-31,4/2/30,汽车交通,上海,天使轮
车先生,None,2014-08-01,2018-12-31,4/4/30,汽车交通,安徽,尚未获投
安易信,None,2014-06-01,2018-12-31,4/6/30,企业服务,北京,不明确
留学小助手,None,2014-10-01,2018-12-31,4/2/30,教育,北京,尚未获投
88贷投资理财平台,None,2014-02-01,2018-12-31,4/10/30,金融,重庆,天使轮
90校招网,None,2014-03-01,2018-12-31,4/9/30,社交网络,安徽,不明确
爱妮微,None,2014-10-01,2018-12-31,4/2/30,工具软件,北京,不明确
好问律师,None,2014-07-01,2018-12-31,4/5/30,企业服务,北京,不明确
小区快点,业务调整/烧钱,2014-10-01,2018-12-31,4/2/30,电子商务,广东,A轮
闪闪APP,市场伪需求,2014-01-01,2018-12-31,4/11/30,社交网络,北京,天使轮
易游乐租,None,2014-11-01,2018-12-31,4/1/30,房产服务,江苏,不明确
OSSIC,产品缺陷严重,2014-08-01,2018-12-31,4/4/30,文娱传媒,北美洲,种子轮
Eatonomist,None,2014-01-01,2018-12-31,4/11/30,本地生活,亚洲,尚未获投
品筹网,None,2014-06-01,2018-12-31,4/6/30,本地生活,广东,尚未获投
优点APP,产品入场时机/行业竞争,2014-11-01,2018-12-31,4/1/30,本地生活,上海,天使轮
众标企业服务招标平台,商业模式匮乏,2014-08-01,2018-12-31,4/4/30,企业服务,四川,尚未获投
橙课网络,None,2014-09-01,2018-12-31,4/3/30,游戏,上海,不明确
云助贷,政策监管,2014-01-01,2018-12-31,4/11/30,金融,浙江,尚未获投
快有家租房网,商业模式匮乏/行业竞争,2014-06-01,2018-12-31,4/6/30,房产服务,北京,A轮
炫骥网络,现金流断裂,2014-06-01,2018-12-31,4/6/30,游戏,上海,天使轮
食材大师,None,2014-01-01,2018-12-31,4/11/30,电子商务,上海,尚未获投
买菜邦,定价/成本问题/行业竞争,2014-07-01,2018-12-31,4/5/30,本地生活,广东,尚未获投
桔子伟业,现金流断裂/行业竞争,2014-07-01,2018-12-31,4/5/30,智能硬件,广东,尚未获投
多萌互动,None,2014-07-01,2018-12-31,4/5/30,教育,北京,天使轮
游戏大全,业务过于分散,2014-11-01,2018-12-31,4/1/30,游戏,北京,不明确
甜蜜淘,行业竞争,2014-06-01,2018-12-31,4/6/30,电子商务,浙江,尚未获投
光圈直播,产品入场时机/行业竞争,2014-12-01,2018-12-31,4/0/30,文娱传媒,北京,天使轮
新蜂游戏,None,2014-02-01,2018-12-31,4/10/30,游戏,湖北,尚未获投
aoboyo,None,2014-12-01,2018-12-31,4/0/30,本地生活,黑龙江,不明确
黑天鹅科技,None,2014-07-01,2018-12-31,4/5/30,企业服务,北京,天使轮
Tinsee天时智能腕表,市场伪需求,2014-04-01,2018-12-31,4/8/30,智能硬件,广东,天使轮
游乎网,行业竞争,2014-09-01,2018-12-31,4/3/30,旅游,广东,不明确
真有料,商业模式匮乏/行业竞争,2014-01-01,2018-12-31,4/11/30,文娱传媒,北京,尚未获投
新西少,业务调整,2014-11-01,2018-12-31,4/1/30,本地生活,北京,天使轮
萝卜停车,产品缺陷严重/转型问题,2014-04-01,2018-12-31,4/8/30,汽车交通,北京,天使轮
CatchChat秒视,产品入场时机/行业竞争,2014-07-01,2018-12-31,4/5/30,社交网络,广东,A轮
食好运煎饼,商业模式匮乏/烧钱/现金流断裂,2014-06-01,2018-12-31,4/6/30,本地生活,北京,天使轮
Fireforge Games,团队能力不足/现金流断裂,2014-01-01,2018-12-31,4/11/30,游戏,北美洲,A轮
车锐科技,商业模式匮乏,2013-05-01,2018-12-31,5/7/30,汽车交通,江苏,尚未获投
筷子旅行,市场伪需求/商业模式匮乏/行业竞争,2014-07-01,2018-12-31,4/5/30,旅游,北京,天使轮
日晖科技,None,2014-08-01,2018-12-31,4/4/30,企业服务,江苏,不明确
华特美伦,None,2014-04-01,2018-12-31,4/8/30,社交网络,北京,A+轮
同病相联,商业模式匮乏,2014-10-01,2018-12-31,4/2/30,医疗健康,广东,尚未获投
有票网,None,2014-06-01,2018-12-31,4/6/30,电子商务,河南,尚未获投
爱滑雪,市场伪需求/商业模式匮乏,2014-12-01,2018-12-31,4/0/30,体育运动,北京,天使轮
云梯,None,2014-01-01,2018-12-31,4/11/30,企业服务,四川,不明确
酒窝网,None,2014-12-01,2018-12-31,4/0/30,电子商务,福建,尚未获投
理想迈斯林,None,2014-04-01,2018-12-31,4/8/30,教育,四川,不明确
学堂路,None,2014-05-01,2018-12-31,4/7/30,教育,北京,不明确
小莫,None,2014-05-01,2018-12-31,4/7/30,社交网络,江苏,不明确
趣火星,市场伪需求,2014-08-01,2018-12-31,4/4/30,文娱传媒,北京,不明确
慈善团,None,2014-06-01,2018-12-31,4/6/30,企业服务,广西,不明确
秒秒微信,融资能力不足,2014-03-01,2018-12-31,4/9/30,企业服务,安徽,尚未获投
Chariot,业务过于分散/产品缺陷严重/烧钱,2014-04-01,2018-12-31,4/8/30,汽车交通,北美洲,已被收购
医药黑板报,None,2014-01-01,2018-12-31,4/11/30,医疗健康,广东,不明确
AOI技术网,None,2014-05-01,2018-12-31,4/7/30,社交网络,广东,不明确
一呼ehoo.biz,商业模式匮乏,2014-03-01,2018-12-31,4/9/30,广告营销,江苏,天使轮
宅不住,商业模式匮乏,2014-09-01,2018-12-31,4/3/30,体育运动,北京,尚未获投
猫卡,None,2014-12-01,2018-12-31,4/0/30,汽车交通,北京,天使轮
悦我,None,2014-05-01,2018-12-31,4/7/30,金融,上海,不明确
今天,None,2014-01-01,2018-12-31,4/11/30,工具软件,上海,尚未获投
基本世界,None,2014-12-01,2018-12-31,4/0/30,电子商务,四川,尚未获投
携手进步网,None,2014-01-01,2018-12-31,4/11/30,教育,山东,不明确
奥企达,None,2014-05-01,2018-12-31,4/7/30,广告营销,北京,不明确
跑团小秘,None,2014-12-01,2018-12-31,4/0/30,体育运动,北京,尚未获投
口袋恋人,市场伪需求/商业模式匮乏,2014-12-01,2018-12-31,4/0/30,社交网络,广东,天使轮
老师来了,现金流断裂/融资能力不足,2014-07-01,2018-12-31,4/5/30,教育,浙江,A轮
班讯通,None,2014-01-01,2018-12-31,4/11/30,教育,北京,不明确
疯狂老师,现金流断裂/转型问题,2014-12-01,2018-12-31,4/0/30,教育,上海,C轮
艺人捧场,None,2014-10-01,2018-12-31,4/2/30,文娱传媒,北京,尚未获投
蚂蚁校园,行业竞争,2014-10-01,2018-12-31,4/2/30,企业服务,北京,天使轮
车极客MotorGeek,烧钱/行业竞争,2014-04-01,2018-12-31,4/8/30,汽车交通,北京,天使轮
果食帮,市场伪需求/商业模式匮乏,2014-06-01,2018-12-31,4/6/30,电子商务,广东,天使轮
真房网,None,2014-03-01,2018-12-31,4/9/30,房产服务,浙江,尚未获投
豆号网,商业模式匮乏/转型问题,2014-11-01,2018-12-31,4/1/30,社交网络,辽宁,天使轮
摘客,None,2014-06-01,2018-12-31,4/6/30,文娱传媒,浙江,尚未获投
阿睿兹科技,None,2014-12-01,2018-12-31,4/0/30,企业服务,上海,尚未获投
WeCampus,商业模式匮乏/业务过于分散,2014-02-01,2018-12-31,4/10/30,社交网络,上海,天使轮
广州吃货科技,None,2014-11-01,2018-12-31,4/1/30,本地生活,广东,尚未获投
安宜贷,None,2014-01-01,2018-12-31,4/11/30,金融,广东,不明确
用家生活,None,2014-01-01,2018-12-31,4/11/30,电子商务,广东,尚未获投
友友用车,烧钱/行业竞争,2014-03-01,2018-12-31,4/9/30,汽车交通,北京,A+轮
唯一优品,与投资人冲突/烧钱,2014-10-01,2018-12-31,4/2/30,电子商务,广东,A轮
鹿吉家DeerBabe,商业模式匮乏,2014-11-01,2018-12-31,4/1/30,电子商务,上海,尚未获投
蓝鲸直播,商业模式匮乏/行业竞争,2014-06-01,2018-12-31,4/6/30,文娱传媒,北京,A轮
应应,产品入场时机/转型问题,2014-07-01,2018-12-31,4/5/30,本地生活,北京,天使轮
大厨网,烧钱/行业竞争,2014-03-01,2018-12-31,4/9/30,本地生活,北京,A轮
hiStarter奇创网,行业竞争,2014-09-01,2018-12-31,4/3/30,企业服务,上海,A轮
同窗兼职,产品入场时机/行业竞争,2014-11-01,2018-12-31,4/1/30,企业服务,天津,天使轮
泰博数据TalentBot,None,2014-06-01,2018-12-31,4/6/30,企业服务,上海,尚未获投
趣淘车,市场伪需求,2014-01-01,2018-12-31,4/11/30,汽车交通,北京,天使轮
在路上旅行社区,None,2014-01-01,2018-12-31,4/11/30,旅游,北京,尚未获投
小组涨,None,2014-12-01,2018-12-31,4/0/30,金融,上海,尚未获投
傲洽招聘,None,2014-06-01,2018-12-31,4/6/30,社交网络,北京,不明确
游禅网络,现金流断裂,2014-12-01,2018-12-31,4/0/30,游戏,上海,天使轮
买烟网,定价/成本问题/营销不足,2014-08-01,2018-12-31,4/4/30,电子商务,广东,尚未获投
约教练,市场伪需求/商业模式匮乏/烧钱,2014-10-01,2018-12-31,4/2/30,体育运动,北京,天使轮
快创业,融资能力不足/行业竞争,2014-05-01,2018-12-31,4/7/30,企业服务,江苏,尚未获投
虾逛互动,市场伪需求/业务调整/转型问题,2014-03-01,2018-12-31,4/9/30,本地生活,广东,天使轮
Pickingo,产品入场时机/行业竞争,2014-11-01,2018-12-31,4/1/30,物流,亚洲,种子轮
微微拼车VV拼车,烧钱/融资能力不足/行业竞争,2014-03-01,2018-12-31,4/9/30,汽车交通,北京,A轮
微飞MicroFly,市场伪需求/商业模式匮乏,2014-06-01,2018-12-31,4/6/30,工具软件,上海,天使轮
亲陪APP,None,2014-09-01,2018-12-31,4/3/30,教育,上海,尚未获投
SelfStore,None,2014-05-01,2018-12-31,4/7/30,电子商务,广东,尚未获投
91节节高,None,2014-03-01,2018-12-31,4/9/30,金融,河南,不明确
小蚁BitAngelsClub,现金流断裂/政策监管,2014-01-01,2018-12-31,4/11/30,金融,上海,天使轮
91汽车,商业模式匮乏,2013-12-01,2018-12-31,5/0/30,汽车交通,北京,尚未获投
汽车美容养护网,None,2014-07-01,2018-12-31,4/5/30,汽车交通,广东,不明确
多多宝,业务调整,2014-03-01,2018-12-31,4/9/30,金融,上海,不明确
RXACTIVE,None,2014-06-01,2018-12-31,4/6/30,智能硬件,北美洲,不明确
萌想APP,None,2014-10-01,2018-12-31,4/2/30,社交网络,湖北,尚未获投
挖豆WADO,市场伪需求/商业模式匮乏,2014-07-01,2018-12-31,4/5/30,社交网络,福建,天使轮
学翼宝,融资能力不足,2014-11-01,2018-12-31,4/1/30,教育,湖北,不明确
七彩家,市场伪需求/商业模式匮乏/业务过于分散,2014-12-01,2018-12-31,4/0/30,本地生活,浙江,天使轮
小圆桌,市场伪需求,2014-06-01,2018-12-31,4/6/30,企业服务,北京,种子轮
阿尔昆,None,2014-11-01,2018-12-31,4/1/30,金融,湖北,不明确
赢多多,None,2014-08-01,2018-12-31,4/4/30,金融,北京,尚未获投
抢鲜购,None,2014-08-01,2018-12-31,4/4/30,电子商务,上海,尚未获投
行李网,None,2014-05-01,2018-12-31,4/7/30,物流,北京,不明确
葱课CongAcademy,市场伪需求/行业竞争,2014-07-01,2018-12-31,4/5/30,教育,浙江,天使轮
黑豆吉他,定价/成本问题/营销不足,2014-11-01,2018-12-31,4/1/30,智能硬件,江苏,尚未获投
发起人,None,2014-05-01,2018-12-31,4/7/30,本地生活,湖南,尚未获投
微友,None,2014-08-01,2018-12-31,4/4/30,本地生活,湖北,不明确
足球控,现金流断裂,2014-01-01,2018-12-31,4/11/30,体育运动,广东,Pre-A轮
卡卡二手车,None,2014-06-01,2018-12-31,4/6/30,汽车交通,广东,不明确
大师有空,市场伪需求,2014-11-01,2018-12-31,4/1/30,工具软件,四川,Pre-A轮
橙学,融资能力不足,2014-10-01,2018-12-31,4/2/30,教育,湖北,不明确
腾粤传媒,None,2014-03-01,2018-12-31,4/9/30,广告营销,广东,不明确
锥芒科技,不重视客户,2014-04-01,2018-12-31,4/8/30,企业服务,北京,尚未获投
10栋,市场伪需求,2014-04-01,2018-12-31,4/8/30,社交网络,湖北,尚未获投
飞华互动,None,2014-07-01,2018-12-31,4/5/30,游戏,天津,不明确
创客Inn,融资能力不足/行业竞争,2013-11-01,2018-12-31,5/1/30,企业服务,北京,天使轮
